z t_Gyr rho_Mstar
8.7650 5.6381e-01 2.2837e+05
8.7750 5.6294e-01 2.2650e+05
8.7850 5.6207e-01 2.2465e+05
8.7950 5.6121e-01 2.2281e+05
8.8050 5.6035e-01 2.2099e+05
8.8150 5.5950e-01 2.1919e+05
8.8250 5.5864e-01 2.1740e+05
8.8350 5.5779e-01 2.1562e+05
8.8450 5.5694e-01 2.1386e+05
8.8550 5.5609e-01 2.1212e+05
8.8650 5.5524e-01 2.1039e+05
8.8750 5.5440e-01 2.0867e+05
8.8850 5.5355e-01 2.0697e+05
8.8950 5.5271e-01 2.0528e+05
8.9050 5.5187e-01 2.0361e+05
8.9150 5.5104e-01 2.0195e+05
8.9250 5.5020e-01 2.0030e+05
8.9350 5.4937e-01 1.9867e+05
8.9450 5.4854e-01 1.9705e+05
8.9550 5.4772e-01 1.9545e+05
8.9650 5.4689e-01 1.9386e+05
8.9750 5.4607e-01 1.9228e+05
8.9850 5.4524e-01 1.9072e+05
8.9950 5.4443e-01 1.8916e+05
9.0050 5.4361e-01 1.8763e+05
9.0150 5.4279e-01 1.8610e+05
9.0250 5.4198e-01 1.8459e+05
9.0350 5.4117e-01 1.8309e+05
9.0450 5.4036e-01 1.8160e+05
9.0550 5.3955e-01 1.8013e+05
9.0650 5.3875e-01 1.7867e+05
9.0750 5.3794e-01 1.7722e+05
9.0850 5.3714e-01 1.7578e+05
9.0950 5.3634e-01 1.7435e+05
9.1050 5.3554e-01 1.7294e+05
9.1150 5.3475e-01 1.7153e+05
9.1250 5.3396e-01 1.7014e+05
9.1350 5.3316e-01 1.6877e+05
9.1450 5.3237e-01 1.6740e+05
9.1550 5.3159e-01 1.6604e+05
9.1650 5.3080e-01 1.6470e+05
9.1750 5.3002e-01 1.6336e+05
9.1850 5.2924e-01 1.6204e+05
9.1950 5.2846e-01 1.6073e+05
9.2050 5.2768e-01 1.5943e+05
9.2150 5.2690e-01 1.5814e+05
9.2250 5.2613e-01 1.5686e+05
9.2350 5.2536e-01 1.5559e+05
9.2450 5.2459e-01 1.5434e+05
9.2550 5.2382e-01 1.5309e+05
9.2650 5.2305e-01 1.5185e+05
9.2750 5.2229e-01 1.5063e+05
9.2850 5.2152e-01 1.4941e+05
9.2950 5.2076e-01 1.4820e+05
9.3050 5.2000e-01 1.4701e+05
9.3150 5.1924e-01 1.4582e+05
9.3250 5.1849e-01 1.4464e+05
9.3350 5.1774e-01 1.4348e+05
9.3450 5.1698e-01 1.4232e+05
9.3550 5.1623e-01 1.4117e+05
9.3650 5.1548e-01 1.4004e+05
9.3750 5.1474e-01 1.3891e+05
9.3850 5.1399e-01 1.3779e+05
9.3950 5.1325e-01 1.3668e+05
9.4050 5.1251e-01 1.3558e+05
9.4150 5.1177e-01 1.3449e+05
9.4250 5.1103e-01 1.3341e+05
9.4350 5.1030e-01 1.3233e+05
9.4450 5.0956e-01 1.3127e+05
9.4550 5.0883e-01 1.3021e+05
9.4650 5.0810e-01 1.2916e+05
9.4750 5.0737e-01 1.2813e+05
9.4850 5.0664e-01 1.2710e+05
9.4950 5.0592e-01 1.2608e+05
9.5050 5.0520e-01 1.2506e+05
9.5150 5.0447e-01 1.2406e+05
9.5250 5.0375e-01 1.2306e+05
9.5350 5.0303e-01 1.2207e+05
9.5450 5.0232e-01 1.2110e+05
9.5550 5.0160e-01 1.2012e+05
9.5650 5.0089e-01 1.1916e+05
9.5750 5.0018e-01 1.1820e+05
9.5850 4.9947e-01 1.1726e+05
9.5950 4.9876e-01 1.1632e+05
9.6050 4.9805e-01 1.1538e+05
9.6150 4.9735e-01 1.1446e+05
9.6250 4.9664e-01 1.1354e+05
9.6350 4.9594e-01 1.1263e+05
9.6450 4.9524e-01 1.1173e+05
9.6550 4.9454e-01 1.1084e+05
9.6650 4.9385e-01 1.0995e+05
9.6750 4.9315e-01 1.0907e+05
9.6850 4.9246e-01 1.0820e+05
9.6950 4.9177e-01 1.0733e+05
9.7050 4.9108e-01 1.0648e+05
9.7150 4.9039e-01 1.0562e+05
9.7250 4.8970e-01 1.0478e+05
9.7350 4.8902e-01 1.0394e+05
9.7450 4.8833e-01 1.0311e+05
9.7550 4.8765e-01 1.0229e+05
9.7650 4.8697e-01 1.0147e+05
9.7750 4.8629e-01 1.0066e+05
9.7850 4.8561e-01 9.9858e+04
9.7950 4.8494e-01 9.9062e+04
9.8050 4.8426e-01 9.8271e+04
9.8150 4.8359e-01 9.7488e+04
9.8250 4.8292e-01 9.6710e+04
9.8350 4.8225e-01 9.5939e+04
9.8450 4.8158e-01 9.5174e+04
9.8550 4.8091e-01 9.4416e+04
9.8650 4.8025e-01 9.3664e+04
9.8750 4.7958e-01 9.2918e+04
9.8850 4.7892e-01 9.2178e+04
9.8950 4.7826e-01 9.1444e+04
9.9050 4.7760e-01 9.0716e+04
9.9150 4.7694e-01 8.9994e+04
9.9250 4.7629e-01 8.9278e+04
9.9350 4.7563e-01 8.8568e+04
9.9450 4.7498e-01 8.7863e+04
9.9550 4.7433e-01 8.7165e+04
9.9650 4.7368e-01 8.6472e+04
9.9750 4.7303e-01 8.5785e+04
9.9850 4.7238e-01 8.5103e+04
9.9950 4.7174e-01 8.4427e+04
10.0050 4.7109e-01 8.3756e+04
10.0150 4.7045e-01 8.3091e+04
10.0250 4.6981e-01 8.2431e+04
10.0350 4.6917e-01 8.1777e+04
10.0450 4.6853e-01 8.1128e+04
10.0550 4.6789e-01 8.0484e+04
10.0650 4.6726e-01 7.9846e+04
10.0750 4.6662e-01 7.9213e+04
10.0850 4.6599e-01 7.8585e+04
10.0950 4.6536e-01 7.7962e+04
10.1050 4.6473e-01 7.7344e+04
10.1150 4.6410e-01 7.6731e+04
10.1250 4.6347e-01 7.6123e+04
10.1350 4.6285e-01 7.5520e+04
10.1450 4.6223e-01 7.4922e+04
10.1550 4.6160e-01 7.4329e+04
10.1650 4.6098e-01 7.3740e+04
10.1750 4.6036e-01 7.3157e+04
10.1850 4.5974e-01 7.2578e+04
10.1950 4.5913e-01 7.2004e+04
10.2050 4.5851e-01 7.1434e+04
10.2150 4.5789e-01 7.0870e+04
10.2250 4.5728e-01 7.0309e+04
10.2350 4.5667e-01 6.9754e+04
10.2450 4.5606e-01 6.9202e+04
10.2550 4.5545e-01 6.8656e+04
10.2650 4.5484e-01 6.8113e+04
10.2750 4.5424e-01 6.7575e+04
10.2850 4.5363e-01 6.7042e+04
10.2950 4.5303e-01 6.6513e+04
10.3050 4.5243e-01 6.5988e+04
10.3150 4.5182e-01 6.5467e+04
10.3250 4.5123e-01 6.4950e+04
10.3350 4.5063e-01 6.4438e+04
10.3450 4.5003e-01 6.3930e+04
10.3550 4.4943e-01 6.3426e+04
10.3650 4.4884e-01 6.2926e+04
10.3750 4.4825e-01 6.2430e+04
10.3850 4.4765e-01 6.1938e+04
10.3950 4.4706e-01 6.1450e+04
10.4050 4.4648e-01 6.0966e+04
10.4150 4.4589e-01 6.0486e+04
10.4250 4.4530e-01 6.0010e+04
10.4350 4.4472e-01 5.9538e+04
10.4450 4.4413e-01 5.9069e+04
10.4550 4.4355e-01 5.8604e+04
10.4650 4.4297e-01 5.8143e+04
10.4750 4.4239e-01 5.7686e+04
10.4850 4.4181e-01 5.7232e+04
10.4950 4.4123e-01 5.6782e+04
10.5050 4.4065e-01 5.6336e+04
10.5150 4.4008e-01 5.5893e+04
10.5250 4.3950e-01 5.5454e+04
10.5350 4.3893e-01 5.5018e+04
10.5450 4.3836e-01 5.4586e+04
10.5550 4.3779e-01 5.4158e+04
10.5650 4.3722e-01 5.3733e+04
10.5750 4.3665e-01 5.3311e+04
10.5850 4.3609e-01 5.2892e+04
10.5950 4.3552e-01 5.2477e+04
10.6050 4.3496e-01 5.2066e+04
10.6150 4.3439e-01 5.1657e+04
10.6250 4.3383e-01 5.1252e+04
10.6350 4.3327e-01 5.0850e+04
10.6450 4.3271e-01 5.0452e+04
10.6550 4.3215e-01 5.0056e+04
10.6650 4.3160e-01 4.9664e+04
10.6750 4.3104e-01 4.9275e+04
10.6850 4.3049e-01 4.8889e+04
10.6950 4.2993e-01 4.8506e+04
10.7050 4.2938e-01 4.8127e+04
10.7150 4.2883e-01 4.7750e+04
10.7250 4.2828e-01 4.7376e+04
10.7350 4.2773e-01 4.7006e+04
10.7450 4.2718e-01 4.6638e+04
10.7550 4.2664e-01 4.6273e+04
10.7650 4.2609e-01 4.5911e+04
10.7750 4.2555e-01 4.5552e+04
10.7850 4.2501e-01 4.5196e+04
10.7950 4.2446e-01 4.4843e+04
10.8050 4.2392e-01 4.4492e+04
10.8150 4.2338e-01 4.4145e+04
10.8250 4.2285e-01 4.3800e+04
10.8350 4.2231e-01 4.3458e+04
10.8450 4.2177e-01 4.3119e+04
10.8550 4.2124e-01 4.2782e+04
10.8650 4.2070e-01 4.2448e+04
10.8750 4.2017e-01 4.2117e+04
10.8850 4.1964e-01 4.1788e+04
10.8950 4.1911e-01 4.1462e+04
10.9050 4.1858e-01 4.1139e+04
10.9150 4.1805e-01 4.0818e+04
10.9250 4.1753e-01 4.0500e+04
10.9350 4.1700e-01 4.0184e+04
10.9450 4.1648e-01 3.9871e+04
10.9550 4.1595e-01 3.9560e+04
10.9650 4.1543e-01 3.9252e+04
10.9750 4.1491e-01 3.8946e+04
10.9850 4.1439e-01 3.8643e+04
10.9950 4.1387e-01 3.8342e+04
11.0050 4.1335e-01 3.8044e+04
11.0150 4.1283e-01 3.7748e+04
11.0250 4.1232e-01 3.7454e+04
11.0350 4.1180e-01 3.7163e+04
11.0450 4.1129e-01 3.6874e+04
11.0550 4.1077e-01 3.6587e+04
11.0650 4.1026e-01 3.6302e+04
11.0750 4.0975e-01 3.6020e+04
11.0850 4.0924e-01 3.5740e+04
11.0950 4.0873e-01 3.5462e+04
11.1050 4.0822e-01 3.5187e+04
11.1150 4.0772e-01 3.4913e+04
11.1250 4.0721e-01 3.4642e+04
11.1350 4.0671e-01 3.4373e+04
11.1450 4.0620e-01 3.4106e+04
11.1550 4.0570e-01 3.3842e+04
11.1650 4.0520e-01 3.3579e+04
11.1750 4.0470e-01 3.3318e+04
11.1850 4.0420e-01 3.3060e+04
11.1950 4.0370e-01 3.2803e+04
11.2050 4.0321e-01 3.2549e+04
11.2150 4.0271e-01 3.2297e+04
11.2250 4.0221e-01 3.2046e+04
11.2350 4.0172e-01 3.1798e+04
11.2450 4.0123e-01 3.1551e+04
11.2550 4.0073e-01 3.1307e+04
11.2650 4.0024e-01 3.1064e+04
11.2750 3.9975e-01 3.0824e+04
11.2850 3.9926e-01 3.0585e+04
11.2950 3.9877e-01 3.0348e+04
11.3050 3.9829e-01 3.0113e+04
11.3150 3.9780e-01 2.9880e+04
11.3250 3.9732e-01 2.9649e+04
11.3350 3.9683e-01 2.9419e+04
11.3450 3.9635e-01 2.9192e+04
11.3550 3.9587e-01 2.8966e+04
11.3650 3.9538e-01 2.8742e+04
11.3750 3.9490e-01 2.8520e+04
11.3850 3.9442e-01 2.8299e+04
11.3950 3.9395e-01 2.8081e+04
11.4050 3.9347e-01 2.7864e+04
11.4150 3.9299e-01 2.7648e+04
11.4250 3.9252e-01 2.7435e+04
11.4350 3.9204e-01 2.7223e+04
11.4450 3.9157e-01 2.7013e+04
11.4550 3.9110e-01 2.6804e+04
11.4650 3.9062e-01 2.6597e+04
11.4750 3.9015e-01 2.6392e+04
11.4850 3.8968e-01 2.6188e+04
11.4950 3.8921e-01 2.5986e+04
11.5050 3.8875e-01 2.5786e+04
11.5150 3.8828e-01 2.5587e+04
11.5250 3.8781e-01 2.5389e+04
11.5350 3.8735e-01 2.5194e+04
11.5450 3.8688e-01 2.4999e+04
11.5550 3.8642e-01 2.4807e+04
11.5650 3.8596e-01 2.4616e+04
11.5750 3.8550e-01 2.4426e+04
11.5850 3.8504e-01 2.4238e+04
11.5950 3.8458e-01 2.4051e+04
11.6050 3.8412e-01 2.3866e+04
11.6150 3.8366e-01 2.3682e+04
11.6250 3.8320e-01 2.3500e+04
11.6350 3.8275e-01 2.3319e+04
11.6450 3.8229e-01 2.3139e+04
11.6550 3.8184e-01 2.2961e+04
11.6650 3.8138e-01 2.2785e+04
11.6750 3.8093e-01 2.2610e+04
11.6850 3.8048e-01 2.2436e+04
11.6950 3.8003e-01 2.2263e+04
11.7050 3.7958e-01 2.2092e+04
11.7150 3.7913e-01 2.1922e+04
11.7250 3.7868e-01 2.1754e+04
11.7350 3.7823e-01 2.1587e+04
11.7450 3.7779e-01 2.1421e+04
11.7550 3.7734e-01 2.1256e+04
11.7650 3.7690e-01 2.1093e+04
11.7750 3.7645e-01 2.0931e+04
11.7850 3.7601e-01 2.0770e+04
11.7950 3.7557e-01 2.0611e+04
11.8050 3.7513e-01 2.0453e+04
11.8150 3.7469e-01 2.0296e+04
11.8250 3.7425e-01 2.0140e+04
11.8350 3.7381e-01 1.9986e+04
11.8450 3.7337e-01 1.9832e+04
11.8550 3.7294e-01 1.9680e+04
11.8650 3.7250e-01 1.9529e+04
11.8750 3.7206e-01 1.9380e+04
11.8850 3.7163e-01 1.9231e+04
11.8950 3.7120e-01 1.9084e+04
11.9050 3.7076e-01 1.8937e+04
11.9150 3.7033e-01 1.8792e+04
11.9250 3.6990e-01 1.8648e+04
11.9350 3.6947e-01 1.8506e+04
11.9450 3.6904e-01 1.8364e+04
11.9550 3.6861e-01 1.8223e+04
11.9650 3.6819e-01 1.8084e+04
11.9750 3.6776e-01 1.7945e+04
11.9850 3.6733e-01 1.7808e+04
11.9950 3.6691e-01 1.7672e+04
12.0050 3.6648e-01 1.7537e+04
12.0150 3.6606e-01 1.7403e+04
12.0250 3.6564e-01 1.7270e+04
12.0350 3.6522e-01 1.7138e+04
12.0450 3.6480e-01 1.7007e+04
12.0550 3.6438e-01 1.6877e+04
12.0650 3.6396e-01 1.6748e+04
12.0750 3.6354e-01 1.6620e+04
12.0850 3.6312e-01 1.6493e+04
12.0950 3.6270e-01 1.6367e+04
12.1050 3.6229e-01 1.6242e+04
12.1150 3.6187e-01 1.6118e+04
12.1250 3.6146e-01 1.5995e+04
12.1350 3.6104e-01 1.5873e+04
12.1450 3.6063e-01 1.5751e+04
12.1550 3.6022e-01 1.5631e+04
12.1650 3.5981e-01 1.5512e+04
12.1750 3.5939e-01 1.5394e+04
12.1850 3.5898e-01 1.5276e+04
12.1950 3.5858e-01 1.5160e+04
12.2050 3.5817e-01 1.5044e+04
12.2150 3.5776e-01 1.4929e+04
12.2250 3.5735e-01 1.4816e+04
12.2350 3.5695e-01 1.4703e+04
12.2450 3.5654e-01 1.4591e+04
12.2550 3.5614e-01 1.4480e+04
12.2650 3.5573e-01 1.4369e+04
12.2750 3.5533e-01 1.4260e+04
12.2850 3.5493e-01 1.4151e+04
12.2950 3.5453e-01 1.4043e+04
12.3050 3.5412e-01 1.3937e+04
12.3150 3.5372e-01 1.3830e+04
12.3250 3.5333e-01 1.3725e+04
12.3350 3.5293e-01 1.3621e+04
12.3450 3.5253e-01 1.3517e+04
12.3550 3.5213e-01 1.3414e+04
12.3650 3.5174e-01 1.3312e+04
12.3750 3.5134e-01 1.3211e+04
12.3850 3.5095e-01 1.3111e+04
12.3950 3.5055e-01 1.3011e+04
12.4050 3.5016e-01 1.2912e+04
12.4150 3.4977e-01 1.2814e+04
12.4250 3.4937e-01 1.2717e+04
12.4350 3.4898e-01 1.2620e+04
12.4450 3.4859e-01 1.2524e+04
12.4550 3.4820e-01 1.2429e+04
12.4650 3.4781e-01 1.2335e+04
12.4750 3.4742e-01 1.2241e+04
12.4850 3.4704e-01 1.2148e+04
12.4950 3.4665e-01 1.2056e+04
12.5050 3.4626e-01 1.1964e+04
12.5150 3.4588e-01 1.1874e+04
12.5250 3.4549e-01 1.1784e+04
12.5350 3.4511e-01 1.1694e+04
12.5450 3.4473e-01 1.1605e+04
12.5550 3.4434e-01 1.1517e+04
12.5650 3.4396e-01 1.1430e+04
12.5750 3.4358e-01 1.1343e+04
12.5850 3.4320e-01 1.1258e+04
12.5950 3.4282e-01 1.1172e+04
12.6050 3.4244e-01 1.1088e+04
12.6150 3.4206e-01 1.1004e+04
12.6250 3.4169e-01 1.0920e+04
12.6350 3.4131e-01 1.0837e+04
12.6450 3.4093e-01 1.0755e+04
12.6550 3.4056e-01 1.0674e+04
12.6650 3.4018e-01 1.0593e+04
12.6750 3.3981e-01 1.0513e+04
12.6850 3.3944e-01 1.0433e+04
12.6950 3.3906e-01 1.0354e+04
12.7050 3.3869e-01 1.0276e+04
12.7150 3.3832e-01 1.0198e+04
12.7250 3.3795e-01 1.0121e+04
12.7350 3.3758e-01 1.0045e+04
12.7450 3.3721e-01 9.9688e+03
12.7550 3.3684e-01 9.8934e+03
12.7650 3.3647e-01 9.8186e+03
12.7750 3.3610e-01 9.7444e+03
12.7850 3.3574e-01 9.6708e+03
12.7950 3.3537e-01 9.5977e+03
12.8050 3.3501e-01 9.5252e+03
12.8150 3.3464e-01 9.4533e+03
12.8250 3.3428e-01 9.3819e+03
12.8350 3.3391e-01 9.3110e+03
12.8450 3.3355e-01 9.2407e+03
12.8550 3.3319e-01 9.1710e+03
12.8650 3.3283e-01 9.1017e+03
12.8750 3.3247e-01 9.0330e+03
12.8850 3.3211e-01 8.9649e+03
12.8950 3.3175e-01 8.8972e+03
12.9050 3.3139e-01 8.8301e+03
12.9150 3.3103e-01 8.7635e+03
12.9250 3.3067e-01 8.6974e+03
12.9350 3.3031e-01 8.6319e+03
12.9450 3.2996e-01 8.5668e+03
12.9550 3.2960e-01 8.5022e+03
12.9650 3.2925e-01 8.4381e+03
12.9750 3.2889e-01 8.3745e+03
12.9850 3.2854e-01 8.3114e+03
12.9950 3.2819e-01 8.2488e+03
13.0050 3.2783e-01 8.1867e+03
13.0150 3.2748e-01 8.1250e+03
13.0250 3.2713e-01 8.0639e+03
13.0350 3.2678e-01 8.0031e+03
13.0450 3.2643e-01 7.9429e+03
13.0550 3.2608e-01 7.8831e+03
13.0650 3.2573e-01 7.8238e+03
13.0750 3.2538e-01 7.7649e+03
13.0850 3.2504e-01 7.7065e+03
13.0950 3.2469e-01 7.6485e+03
13.1050 3.2434e-01 7.5910e+03
13.1150 3.2400e-01 7.5339e+03
13.1250 3.2365e-01 7.4772e+03
13.1350 3.2331e-01 7.4210e+03
13.1450 3.2296e-01 7.3652e+03
13.1550 3.2262e-01 7.3099e+03
13.1650 3.2228e-01 7.2549e+03
13.1750 3.2193e-01 7.2004e+03
13.1850 3.2159e-01 7.1463e+03
13.1950 3.2125e-01 7.0926e+03
13.2050 3.2091e-01 7.0394e+03
13.2150 3.2057e-01 6.9865e+03
13.2250 3.2023e-01 6.9340e+03
13.2350 3.1990e-01 6.8820e+03
13.2450 3.1956e-01 6.8303e+03
13.2550 3.1922e-01 6.7791e+03
13.2650 3.1888e-01 6.7282e+03
13.2750 3.1855e-01 6.6777e+03
13.2850 3.1821e-01 6.6276e+03
13.2950 3.1788e-01 6.5779e+03
13.3050 3.1754e-01 6.5285e+03
13.3150 3.1721e-01 6.4796e+03
13.3250 3.1688e-01 6.4310e+03
13.3350 3.1654e-01 6.3828e+03
13.3450 3.1621e-01 6.3349e+03
13.3550 3.1588e-01 6.2875e+03
13.3650 3.1555e-01 6.2403e+03
13.3750 3.1522e-01 6.1936e+03
13.3850 3.1489e-01 6.1472e+03
13.3950 3.1456e-01 6.1011e+03
13.4050 3.1423e-01 6.0554e+03
13.4150 3.1390e-01 6.0101e+03
13.4250 3.1358e-01 5.9651e+03
13.4350 3.1325e-01 5.9204e+03
13.4450 3.1292e-01 5.8761e+03
13.4550 3.1260e-01 5.8321e+03
13.4650 3.1227e-01 5.7885e+03
13.4750 3.1195e-01 5.7452e+03
13.4850 3.1162e-01 5.7022e+03
13.4950 3.1130e-01 5.6595e+03
13.5050 3.1098e-01 5.6172e+03
13.5150 3.1065e-01 5.5752e+03
13.5250 3.1033e-01 5.5335e+03
13.5350 3.1001e-01 5.4921e+03
13.5450 3.0969e-01 5.4510e+03
13.5550 3.0937e-01 5.4103e+03
13.5650 3.0905e-01 5.3699e+03
13.5750 3.0873e-01 5.3297e+03
13.5850 3.0841e-01 5.2899e+03
13.5950 3.0810e-01 5.2504e+03
13.6050 3.0778e-01 5.2112e+03
13.6150 3.0746e-01 5.1723e+03
13.6250 3.0714e-01 5.1336e+03
13.6350 3.0683e-01 5.0953e+03
13.6450 3.0651e-01 5.0573e+03
13.6550 3.0620e-01 5.0195e+03
13.6650 3.0588e-01 4.9820e+03
13.6750 3.0557e-01 4.9449e+03
13.6850 3.0526e-01 4.9080e+03
13.6950 3.0495e-01 4.8714e+03
13.7050 3.0463e-01 4.8350e+03
13.7150 3.0432e-01 4.7990e+03
13.7250 3.0401e-01 4.7632e+03
13.7350 3.0370e-01 4.7276e+03
13.7450 3.0339e-01 4.6924e+03
13.7550 3.0308e-01 4.6574e+03
13.7650 3.0277e-01 4.6227e+03
13.7750 3.0246e-01 4.5883e+03
13.7850 3.0216e-01 4.5541e+03
13.7950 3.0185e-01 4.5201e+03
13.8050 3.0154e-01 4.4865e+03
13.8150 3.0124e-01 4.4530e+03
13.8250 3.0093e-01 4.4199e+03
13.8350 3.0062e-01 4.3870e+03
13.8450 3.0032e-01 4.3543e+03
13.8550 3.0002e-01 4.3219e+03
13.8650 2.9971e-01 4.2897e+03
13.8750 2.9941e-01 4.2578e+03
13.8850 2.9911e-01 4.2261e+03
13.8950 2.9880e-01 4.1946e+03
13.9050 2.9850e-01 4.1634e+03
13.9150 2.9820e-01 4.1325e+03
13.9250 2.9790e-01 4.1017e+03
13.9350 2.9760e-01 4.0712e+03
13.9450 2.9730e-01 4.0409e+03
13.9550 2.9700e-01 4.0109e+03
13.9650 2.9670e-01 3.9811e+03
13.9750 2.9640e-01 3.9515e+03
13.9850 2.9611e-01 3.9221e+03
13.9950 2.9581e-01 3.8930e+03
