z t_Gyr rho_Mstar
12.1950 3.5858e-01 1.3420e+05
12.2050 3.5817e-01 1.3369e+05
12.2150 3.5776e-01 1.3318e+05
12.2250 3.5735e-01 1.3268e+05
12.2350 3.5695e-01 1.3218e+05
12.2450 3.5654e-01 1.3168e+05
12.2550 3.5614e-01 1.3118e+05
12.2650 3.5573e-01 1.3069e+05
12.2750 3.5533e-01 1.3020e+05
12.2850 3.5493e-01 1.2971e+05
12.2950 3.5453e-01 1.2922e+05
12.3050 3.5412e-01 1.2873e+05
12.3150 3.5372e-01 1.2825e+05
12.3250 3.5333e-01 1.2777e+05
12.3350 3.5293e-01 1.2729e+05
12.3450 3.5253e-01 1.2681e+05
12.3550 3.5213e-01 1.2634e+05
12.3650 3.5174e-01 1.2586e+05
12.3750 3.5134e-01 1.2539e+05
12.3850 3.5095e-01 1.2492e+05
12.3950 3.5055e-01 1.2446e+05
12.4050 3.5016e-01 1.2399e+05
12.4150 3.4977e-01 1.2353e+05
12.4250 3.4937e-01 1.2307e+05
12.4350 3.4898e-01 1.2261e+05
12.4450 3.4859e-01 1.2216e+05
12.4550 3.4820e-01 1.2170e+05
12.4650 3.4781e-01 1.2125e+05
12.4750 3.4742e-01 1.2080e+05
12.4850 3.4704e-01 1.2035e+05
12.4950 3.4665e-01 1.1991e+05
12.5050 3.4626e-01 1.1946e+05
12.5150 3.4588e-01 1.1902e+05
12.5250 3.4549e-01 1.1858e+05
12.5350 3.4511e-01 1.1814e+05
12.5450 3.4473e-01 1.1771e+05
12.5550 3.4434e-01 1.1727e+05
12.5650 3.4396e-01 1.1684e+05
12.5750 3.4358e-01 1.1641e+05
12.5850 3.4320e-01 1.1598e+05
12.5950 3.4282e-01 1.1555e+05
12.6050 3.4244e-01 1.1513e+05
12.6150 3.4206e-01 1.1471e+05
12.6250 3.4169e-01 1.1428e+05
12.6350 3.4131e-01 1.1387e+05
12.6450 3.4093e-01 1.1345e+05
12.6550 3.4056e-01 1.1303e+05
12.6650 3.4018e-01 1.1262e+05
12.6750 3.3981e-01 1.1221e+05
12.6850 3.3944e-01 1.1180e+05
12.6950 3.3906e-01 1.1139e+05
12.7050 3.3869e-01 1.1098e+05
12.7150 3.3832e-01 1.1058e+05
12.7250 3.3795e-01 1.1017e+05
12.7350 3.3758e-01 1.0977e+05
12.7450 3.3721e-01 1.0937e+05
12.7550 3.3684e-01 1.0898e+05
12.7650 3.3647e-01 1.0858e+05
12.7750 3.3610e-01 1.0819e+05
12.7850 3.3574e-01 1.0779e+05
12.7950 3.3537e-01 1.0740e+05
12.8050 3.3501e-01 1.0701e+05
12.8150 3.3464e-01 1.0663e+05
12.8250 3.3428e-01 1.0624e+05
12.8350 3.3391e-01 1.0586e+05
12.8450 3.3355e-01 1.0547e+05
12.8550 3.3319e-01 1.0509e+05
12.8650 3.3283e-01 1.0471e+05
12.8750 3.3247e-01 1.0434e+05
12.8850 3.3211e-01 1.0396e+05
12.8950 3.3175e-01 1.0359e+05
12.9050 3.3139e-01 1.0321e+05
12.9150 3.3103e-01 1.0284e+05
12.9250 3.3067e-01 1.0247e+05
12.9350 3.3031e-01 1.0210e+05
12.9450 3.2996e-01 1.0174e+05
12.9550 3.2960e-01 1.0137e+05
12.9650 3.2925e-01 1.0101e+05
12.9750 3.2889e-01 1.0065e+05
12.9850 3.2854e-01 1.0029e+05
12.9950 3.2819e-01 9.9930e+04
13.0050 3.2783e-01 9.9574e+04
13.0150 3.2748e-01 9.9218e+04
13.0250 3.2713e-01 9.8864e+04
13.0350 3.2678e-01 9.8512e+04
13.0450 3.2643e-01 9.8161e+04
13.0550 3.2608e-01 9.7812e+04
13.0650 3.2573e-01 9.7464e+04
13.0750 3.2538e-01 9.7117e+04
13.0850 3.2504e-01 9.6773e+04
13.0950 3.2469e-01 9.6429e+04
13.1050 3.2434e-01 9.6087e+04
13.1150 3.2400e-01 9.5747e+04
13.1250 3.2365e-01 9.5408e+04
13.1350 3.2331e-01 9.5070e+04
13.1450 3.2296e-01 9.4734e+04
13.1550 3.2262e-01 9.4399e+04
13.1650 3.2228e-01 9.4066e+04
13.1750 3.2193e-01 9.3734e+04
13.1850 3.2159e-01 9.3403e+04
13.1950 3.2125e-01 9.3074e+04
13.2050 3.2091e-01 9.2746e+04
13.2150 3.2057e-01 9.2420e+04
13.2250 3.2023e-01 9.2095e+04
13.2350 3.1990e-01 9.1771e+04
13.2450 3.1956e-01 9.1449e+04
13.2550 3.1922e-01 9.1128e+04
13.2650 3.1888e-01 9.0808e+04
13.2750 3.1855e-01 9.0490e+04
13.2850 3.1821e-01 9.0173e+04
13.2950 3.1788e-01 8.9858e+04
13.3050 3.1754e-01 8.9543e+04
13.3150 3.1721e-01 8.9231e+04
13.3250 3.1688e-01 8.8919e+04
13.3350 3.1654e-01 8.8609e+04
13.3450 3.1621e-01 8.8300e+04
13.3550 3.1588e-01 8.7992e+04
13.3650 3.1555e-01 8.7685e+04
13.3750 3.1522e-01 8.7380e+04
13.3850 3.1489e-01 8.7076e+04
13.3950 3.1456e-01 8.6774e+04
13.4050 3.1423e-01 8.6473e+04
13.4150 3.1390e-01 8.6172e+04
13.4250 3.1358e-01 8.5874e+04
13.4350 3.1325e-01 8.5576e+04
13.4450 3.1292e-01 8.5280e+04
13.4550 3.1260e-01 8.4984e+04
13.4650 3.1227e-01 8.4691e+04
13.4750 3.1195e-01 8.4398e+04
13.4850 3.1162e-01 8.4106e+04
13.4950 3.1130e-01 8.3816e+04
13.5050 3.1098e-01 8.3527e+04
13.5150 3.1065e-01 8.3239e+04
13.5250 3.1033e-01 8.2952e+04
13.5350 3.1001e-01 8.2667e+04
13.5450 3.0969e-01 8.2383e+04
13.5550 3.0937e-01 8.2099e+04
13.5650 3.0905e-01 8.1818e+04
13.5750 3.0873e-01 8.1537e+04
13.5850 3.0841e-01 8.1257e+04
13.5950 3.0810e-01 8.0978e+04
13.6050 3.0778e-01 8.0701e+04
13.6150 3.0746e-01 8.0425e+04
13.6250 3.0714e-01 8.0150e+04
13.6350 3.0683e-01 7.9876e+04
13.6450 3.0651e-01 7.9603e+04
13.6550 3.0620e-01 7.9331e+04
13.6650 3.0588e-01 7.9061e+04
13.6750 3.0557e-01 7.8791e+04
13.6850 3.0526e-01 7.8523e+04
13.6950 3.0495e-01 7.8255e+04
13.7050 3.0463e-01 7.7989e+04
13.7150 3.0432e-01 7.7724e+04
13.7250 3.0401e-01 7.7460e+04
13.7350 3.0370e-01 7.7197e+04
13.7450 3.0339e-01 7.6935e+04
13.7550 3.0308e-01 7.6674e+04
13.7650 3.0277e-01 7.6414e+04
13.7750 3.0246e-01 7.6156e+04
13.7850 3.0216e-01 7.5898e+04
13.7950 3.0185e-01 7.5641e+04
13.8050 3.0154e-01 7.5386e+04
13.8150 3.0124e-01 7.5131e+04
13.8250 3.0093e-01 7.4877e+04
13.8350 3.0062e-01 7.4625e+04
13.8450 3.0032e-01 7.4373e+04
13.8550 3.0002e-01 7.4123e+04
13.8650 2.9971e-01 7.3874e+04
13.8750 2.9941e-01 7.3625e+04
13.8850 2.9911e-01 7.3378e+04
13.8950 2.9880e-01 7.3131e+04
13.9050 2.9850e-01 7.2886e+04
13.9150 2.9820e-01 7.2641e+04
13.9250 2.9790e-01 7.2398e+04
13.9350 2.9760e-01 7.2155e+04
13.9450 2.9730e-01 7.1914e+04
13.9550 2.9700e-01 7.1673e+04
13.9650 2.9670e-01 7.1433e+04
13.9750 2.9640e-01 7.1195e+04
13.9850 2.9611e-01 7.0957e+04
13.9950 2.9581e-01 7.0720e+04
